Pβ2,Pα1,Pβ1,Pα2,P3,V,α,β
0.01347,-0.05555,-0.04882,0.0404,0.01347,10.094209,-30,-20
0.01178,-0.05724,-0.04882,0.03872,0.01178,10.094209,-30,-20
0.0101,-0.05724,-0.0505,0.03872,0.01178,10.094209,-30,-20
0.01178,-0.05555,-0.05219,0.03872,0.01347,10.094209,-30,-20
0.0101,-0.05724,-0.0505,0.03872,0.01178,10.094209,-30,-20
0.01178,-0.05892,-0.04714,0.0404,0.01178,10.094209,-30,-20
0.0101,-0.05892,-0.04882,0.0404,0.01347,10.094209,-30,-20
0.00842,-0.0606,-0.0505,0.03872,0.01347,10.094209,-30,-20
0.01178,-0.05724,-0.04714,0.0404,0.01515,10.094209,-30,-20
0.01347,-0.05724,-0.04882,0.0404,0.01347,10.094209,-30,-20
-0.00505,-0.05387,-0.0404,0.04545,0.01178,10.153649,-30,-10
-0.00505,-0.0505,-0.03703,0.04882,0.01347,10.153649,-30,-10
-0.00505,-0.05219,-0.03703,0.04714,0.01347,10.153649,-30,-10
-0.00337,-0.05219,-0.03703,0.04714,0.01347,10.153649,-30,-10
-0.00505,-0.05219,-0.03703,0.04882,0.01347,10.153649,-30,-10
-0.00505,-0.05219,-0.03703,0.04882,0.01347,10.153649,-30,-10
-0.00337,-0.05219,-0.03535,0.04882,0.01347,10.153649,-30,-10
-0.00337,-0.05219,-0.03703,0.04714,0.01347,10.153649,-30,-10
-0.00168,-0.0505,-0.03535,0.04882,0.01683,10.153649,-30,-10
-0.00505,-0.05387,-0.03703,0.04545,0.01178,10.153649,-30,-10
-0.0202,-0.04545,-0.0202,0.0505,0.0202,10.106054,-30,0
-0.02525,-0.04714,-0.02188,0.04882,0.01683,10.106054,-30,0
-0.02188,-0.04882,-0.02188,0.04882,0.01852,10.106054,-30,0
-0.02357,-0.04714,-0.02188,0.04882,0.01852,10.106054,-30,0
-0.02188,-0.04714,-0.01852,0.0505,0.01683,10.106054,-30,0
-0.0202,-0.04545,-0.0202,0.0505,0.01852,10.106054,-30,0
-0.0202,-0.04545,-0.0202,0.05219,0.01852,10.106054,-30,0
-0.01852,-0.04545,-0.0202,0.0505,0.0202,10.106054,-30,0
-0.0202,-0.04545,-0.02357,0.0505,0.01852,10.106054,-30,0
-0.0202,-0.04545,-0.0202,0.0505,0.0202,10.106054,-30,0
-0.02862,-0.04545,0.0,0.0505,0.02525,10.159734,-30,10
-0.0303,-0.04545,-0.00168,0.04882,0.02357,10.159734,-30,10
-0.0303,-0.04714,0.0,0.0505,0.02357,10.159734,-30,10
-0.0303,-0.04714,-0.00168,0.04882,0.02188,10.159734,-30,10
-0.02862,-0.04545,0.0,0.0505,0.02188,10.159734,-30,10
-0.02862,-0.04714,0.0,0.04882,0.02357,10.159734,-30,10
-0.02862,-0.04209,0.0,0.04882,0.02357,10.159734,-30,10
-0.0303,-0.04545,-0.00337,0.04882,0.02188,10.159734,-30,10
-0.02693,-0.04377,-0.00168,0.0505,0.02693,10.159734,-30,10
-0.02862,-0.04545,-0.00168,0.0505,0.02357,10.159734,-30,10
-0.04882,-0.05387,0.01178,0.04377,0.01178,10.04341,-30,20
-0.05219,-0.05555,0.00842,0.04377,0.0101,10.04341,-30,20
-0.04882,-0.05555,0.01178,0.04545,0.01178,10.04341,-30,20
-0.04882,-0.05219,0.0101,0.04377,0.0101,10.04341,-30,20
-0.0505,-0.05555,0.00842,0.04209,0.01178,10.04341,-30,20
-0.0505,-0.05555,0.00842,0.0404,0.01178,10.04341,-30,20
-0.0505,-0.05387,0.00842,0.04209,0.0101,10.04341,-30,20
-0.0505,-0.05219,0.01178,0.04377,0.01347,10.04341,-30,20
-0.04714,-0.0505,0.01178,0.04545,0.01347,10.04341,-30,20
-0.04714,-0.05219,0.01178,0.04377,0.01178,10.04341,-30,20
0.01683,-0.05387,-0.04209,0.03367,0.01852,10.069526,-25,-20
0.01852,-0.05219,-0.0404,0.03535,0.0202,10.069526,-25,-20
0.01852,-0.05219,-0.04209,0.03535,0.02188,10.069526,-25,-20
0.01683,-0.05219,-0.04209,0.03703,0.0202,10.069526,-25,-20
0.01683,-0.05219,-0.04209,0.03535,0.0202,10.069526,-25,-20
0.01683,-0.05219,-0.04377,0.03535,0.02188,10.069526,-25,-20
0.01683,-0.05219,-0.04377,0.03535,0.01852,10.069526,-25,-20
0.01852,-0.05219,-0.04377,0.03535,0.01852,10.069526,-25,-20
0.01852,-0.05219,-0.04209,0.03703,0.01852,10.069526,-25,-20
0.01683,-0.05387,-0.04209,0.03535,0.0202,10.069526,-25,-20
0.00168,-0.04209,-0.03367,0.0404,0.0202,10.042234,-25,-10
0.00168,-0.04209,-0.03367,0.04209,0.02188,10.042234,-25,-10
0.00337,-0.0404,-0.0303,0.04377,0.02357,10.042234,-25,-10
0.00168,-0.04209,-0.0303,0.04377,0.02188,10.042234,-25,-10
0.00168,-0.04209,-0.03198,0.04377,0.02188,10.042234,-25,-10
0.00168,-0.04209,-0.03198,0.04377,0.02188,10.042234,-25,-10
0.00168,-0.04377,-0.03198,0.04209,0.02188,10.042234,-25,-10
0.00337,-0.04377,-0.03367,0.04209,0.02188,10.042234,-25,-10
0.00168,-0.04209,-0.03367,0.04377,0.02188,10.042234,-25,-10
0.00168,-0.04209,-0.0303,0.04377,0.02188,10.042234,-25,-10
-0.0101,-0.03367,-0.01515,0.04545,0.02862,10.009013,-25,0
-0.01178,-0.03535,-0.01852,0.04714,0.02862,10.009013,-25,0
-0.01347,-0.03535,-0.01852,0.04545,0.02693,10.009013,-25,0
-0.01347,-0.03535,-0.01852,0.04545,0.02862,10.009013,-25,0
-0.01347,-0.03535,-0.01852,0.04545,0.02862,10.009013,-25,0
-0.01347,-0.03703,-0.01852,0.04545,0.02693,10.009013,-25,0
-0.01347,-0.03703,-0.01683,0.04545,0.02693,10.009013,-25,0
-0.01347,-0.03703,-0.0202,0.04545,0.02693,10.009013,-25,0
-0.01347,-0.03535,-0.01852,0.04545,0.02862,10.009013,-25,0
-0.01178,-0.03535,-0.01852,0.04545,0.02862,10.009013,-25,0
-0.02188,-0.03703,0.00842,0.04714,0.03872,10.052212,-25,10
-0.02357,-0.0404,0.00673,0.04377,0.03703,10.052212,-25,10
-0.02357,-0.0404,0.00673,0.04377,0.03535,10.052212,-25,10
-0.0202,-0.03703,0.01178,0.04545,0.0404,10.052212,-25,10
-0.02357,-0.0404,0.00673,0.04377,0.03535,10.052212,-25,10
-0.02357,-0.0404,0.00505,0.04377,0.03535,10.052212,-25,10
-0.02357,-0.0404,0.00673,0.04377,0.03703,10.052212,-25,10
-0.02357,-0.03872,0.00673,0.04545,0.03535,10.052212,-25,10
-0.02357,-0.03872,0.00842,0.04545,0.03703,10.052212,-25,10
-0.0202,-0.03872,0.00842,0.04545,0.03872,10.052212,-25,10
-0.04545,-0.04714,0.01852,0.03872,0.01683,10.054245,-25,20
-0.04545,-0.04714,0.01852,0.03872,0.01683,10.054245,-25,20
-0.04545,-0.04714,0.01683,0.03872,0.01683,10.054245,-25,20
-0.04377,-0.04714,0.01683,0.0404,0.01852,10.054245,-25,20
-0.04545,-0.04882,0.01683,0.03872,0.01852,10.054245,-25,20
-0.04377,-0.04545,0.01683,0.0404,0.01852,10.054245,-25,20
-0.04209,-0.04545,0.01852,0.04209,0.01683,10.054245,-25,20
-0.04209,-0.04545,0.01852,0.0404,0.01852,10.054245,-25,20
-0.04209,-0.04714,0.01852,0.03872,0.01852,10.054245,-25,20
-0.04377,-0.04545,0.01852,0.0404,0.01852,10.054245,-25,20
0.02862,-0.04377,-0.03872,0.0303,0.02862,10.04126,-20,-20
0.02862,-0.04545,-0.03872,0.02862,0.02862,10.04126,-20,-20
0.02862,-0.04377,-0.03703,0.0303,0.02862,10.04126,-20,-20
0.02693,-0.04545,-0.0404,0.02862,0.02862,10.04126,-20,-20
0.02693,-0.04545,-0.0404,0.02862,0.02693,10.04126,-20,-20
0.02862,-0.04209,-0.03703,0.03198,0.03198,10.04126,-20,-20
0.02862,-0.04377,-0.03872,0.02862,0.02862,10.04126,-20,-20
0.02862,-0.04545,-0.0404,0.02862,0.02862,10.04126,-20,-20
0.02862,-0.04545,-0.0404,0.02862,0.02862,10.04126,-20,-20
0.02693,-0.04209,-0.0404,0.03198,0.02862,10.04126,-20,-20
0.0101,-0.0303,-0.02525,0.03872,0.03367,10.018636,-20,-10
0.00842,-0.0303,-0.02357,0.03703,0.03367,10.018636,-20,-10
0.0101,-0.0303,-0.02357,0.03872,0.03367,10.018636,-20,-10
0.01178,-0.02862,-0.02357,0.0404,0.03535,10.018636,-20,-10
0.00842,-0.0303,-0.02525,0.03872,0.03367,10.018636,-20,-10
0.0101,-0.0303,-0.02525,0.03872,0.03198,10.018636,-20,-10
0.01178,-0.02862,-0.02357,0.0404,0.03535,10.018636,-20,-10
0.00842,-0.0303,-0.02525,0.03872,0.03367,10.018636,-20,-10
0.0101,-0.0303,-0.02525,0.0404,0.03535,10.018636,-20,-10
0.00842,-0.0303,-0.02525,0.03872,0.03367,10.018636,-20,-10
-0.00505,-0.02862,-0.00842,0.0404,0.03872,10.012833,-20,0
-0.00505,-0.0303,-0.00842,0.04377,0.03535,10.012833,-20,0
-0.00337,-0.02862,-0.00673,0.04545,0.03872,10.012833,-20,0
-0.00505,-0.0303,-0.00842,0.04377,0.03703,10.012833,-20,0
-0.00505,-0.0303,-0.00842,0.04377,0.03535,10.012833,-20,0
-0.00673,-0.0303,-0.0101,0.04209,0.03535,10.012833,-20,0
-0.00673,-0.03198,-0.0101,0.0404,0.03535,10.012833,-20,0
-0.00505,-0.02862,-0.00842,0.04377,0.03703,10.012833,-20,0
-0.00505,-0.0303,-0.00842,0.04377,0.03703,10.012833,-20,0
-0.00673,-0.0303,-0.00842,0.04377,0.03872,10.012833,-20,0
-0.01683,-0.0303,0.01178,0.03872,0.04377,10.025147,-20,10
-0.01683,-0.0303,0.01178,0.03872,0.04377,10.025147,-20,10
-0.01683,-0.0303,0.01178,0.03872,0.04377,10.025147,-20,10
-0.01852,-0.0303,0.00842,0.03703,0.04377,10.025147,-20,10
-0.01683,-0.02862,0.00842,0.03872,0.04377,10.025147,-20,10
-0.01852,-0.0303,0.00842,0.03872,0.04377,10.025147,-20,10
-0.01852,-0.0303,0.0101,0.0404,0.04377,10.025147,-20,10
-0.01683,-0.0303,0.01178,0.0404,0.04209,10.025147,-20,10
-0.01515,-0.0303,0.01178,0.03872,0.04545,10.025147,-20,10
-0.01852,-0.0303,0.01178,0.03872,0.04377,10.025147,-20,10
-0.0404,-0.0404,0.02525,0.03367,0.02862,9.982751,-20,20
-0.03872,-0.03872,0.02693,0.03367,0.0303,9.982751,-20,20
-0.0404,-0.03872,0.02525,0.03367,0.02862,9.982751,-20,20
-0.03872,-0.03703,0.02693,0.03367,0.03198,9.982751,-20,20
-0.0404,-0.0404,0.02525,0.03198,0.02862,9.982751,-20,20
-0.0404,-0.03872,0.02525,0.03367,0.02862,9.982751,-20,20
-0.03872,-0.03703,0.02525,0.03367,0.02862,9.982751,-20,20
-0.03703,-0.03703,0.02693,0.03535,0.0303,9.982751,-20,20
-0.03703,-0.03703,0.02693,0.03367,0.03198,9.982751,-20,20
-0.03703,-0.03703,0.02525,0.03367,0.0303,9.982751,-20,20
0.03198,-0.03703,-0.03367,0.02357,0.03367,10.045306,-15,-20
0.0303,-0.03703,-0.03535,0.02357,0.03198,10.045306,-15,-20
0.03367,-0.03703,-0.03535,0.02357,0.03198,10.045306,-15,-20
0.03367,-0.03703,-0.03367,0.02357,0.03367,10.045306,-15,-20
0.0303,-0.03872,-0.03703,0.01852,0.0303,10.045306,-15,-20
0.03198,-0.03703,-0.03535,0.02188,0.03367,10.045306,-15,-20
0.03198,-0.03703,-0.03703,0.02188,0.03367,10.045306,-15,-20
0.03198,-0.03703,-0.03535,0.02188,0.03198,10.045306,-15,-20
0.03198,-0.03703,-0.03535,0.02357,0.03198,10.045306,-15,-20
0.03198,-0.03703,-0.03367,0.02357,0.03367,10.045306,-15,-20
0.01515,-0.02357,-0.01683,0.0303,0.03535,10.046478,-15,-10
0.01347,-0.02357,-0.01683,0.03198,0.03535,10.046478,-15,-10
0.01683,-0.02525,-0.01683,0.0303,0.03535,10.046478,-15,-10
0.01683,-0.02525,-0.01683,0.03198,0.03872,10.046478,-15,-10
0.01683,-0.02525,-0.01683,0.03198,0.03535,10.046478,-15,-10
0.01515,-0.02525,-0.01852,0.03367,0.03535,10.046478,-15,-10
0.01683,-0.02357,-0.01852,0.03367,0.03872,10.046478,-15,-10
0.01683,-0.02357,-0.01515,0.03367,0.03872,10.046478,-15,-10
0.01683,-0.02357,-0.01515,0.03367,0.03872,10.046478,-15,-10
0.01515,-0.02525,-0.01852,0.03198,0.03535,10.046478,-15,-10
0.0,-0.0202,-0.00168,0.03703,0.04209,10.054525,-15,0
-0.00337,-0.02188,-0.00337,0.03367,0.03872,10.054525,-15,0
-0.00337,-0.02357,-0.00505,0.03367,0.03872,10.054525,-15,0
0.0,-0.0202,-0.00337,0.03535,0.0404,10.054525,-15,0
-0.00168,-0.02188,-0.00168,0.03535,0.0404,10.054525,-15,0
-0.00168,-0.0202,-0.00168,0.03872,0.0404,10.054525,-15,0
0.0,-0.0202,-0.00337,0.03535,0.0404,10.054525,-15,0
-0.00168,-0.02188,-0.00505,0.03535,0.03872,10.054525,-15,0
0.0,-0.0202,-0.00505,0.03703,0.0404,10.054525,-15,0
0.0,-0.02188,-0.00337,0.03703,0.03872,10.054525,-15,0
-0.01515,-0.02188,0.01683,0.03367,0.04882,10.0127,-15,10
-0.01515,-0.02188,0.01683,0.03198,0.04882,10.0127,-15,10
-0.01515,-0.02357,0.01515,0.03198,0.04714,10.0127,-15,10
-0.01347,-0.02357,0.01683,0.03198,0.04882,10.0127,-15,10
-0.01515,-0.02357,0.01347,0.03198,0.04545,10.0127,-15,10
-0.01515,-0.02357,0.01347,0.03198,0.04882,10.0127,-15,10
-0.01515,-0.02357,0.01515,0.02862,0.04882,10.0127,-15,10
-0.01515,-0.02357,0.01347,0.02862,0.04714,10.0127,-15,10
-0.01347,-0.02357,0.01515,0.03198,0.04882,10.0127,-15,10
-0.01347,-0.02357,0.01347,0.03198,0.04714,10.0127,-15,10
-0.03703,-0.0303,0.03198,0.02693,0.03367,10.028295,-15,20
-0.03367,-0.02862,0.03367,0.02693,0.03535,10.028295,-15,20
-0.03703,-0.0303,0.03198,0.02693,0.03535,10.028295,-15,20
-0.03535,-0.02862,0.03367,0.02862,0.03703,10.028295,-15,20
-0.03703,-0.03198,0.0303,0.02693,0.03367,10.028295,-15,20
-0.03703,-0.0303,0.0303,0.02693,0.03367,10.028295,-15,20
-0.03535,-0.0303,0.03198,0.02693,0.03535,10.028295,-15,20
-0.03535,-0.0303,0.03198,0.02525,0.03367,10.028295,-15,20
-0.03703,-0.03198,0.03198,0.02525,0.03198,10.028295,-15,20
-0.03367,-0.0303,0.03367,0.02862,0.03367,10.028295,-15,20
0.03535,-0.0303,-0.03367,0.01347,0.03535,10.083686,-10,-20
0.03535,-0.0303,-0.0303,0.01515,0.03535,10.083686,-10,-20
0.03535,-0.03198,-0.0303,0.01347,0.03367,10.083686,-10,-20
0.03535,-0.0303,-0.0303,0.01515,0.03535,10.083686,-10,-20
0.03535,-0.03198,-0.03535,0.01347,0.03367,10.083686,-10,-20
0.03872,-0.02862,-0.02862,0.01683,0.03872,10.083686,-10,-20
0.03535,-0.03198,-0.03367,0.01347,0.03535,10.083686,-10,-20
0.03367,-0.0303,-0.03367,0.01347,0.03535,10.083686,-10,-20
0.03367,-0.02862,-0.03198,0.01347,0.03535,10.083686,-10,-20
0.03535,-0.02862,-0.0303,0.01515,0.03703,10.083686,-10,-20
0.01347,-0.0202,-0.0202,0.0202,0.03535,10.068628,-10,-10
0.01852,-0.01683,-0.01852,0.02357,0.0404,10.068628,-10,-10
0.01515,-0.01852,-0.0202,0.0202,0.03703,10.068628,-10,-10
0.01683,-0.0202,-0.01852,0.02188,0.03872,10.068628,-10,-10
0.01683,-0.01852,-0.01852,0.02188,0.03872,10.068628,-10,-10
0.01852,-0.01852,-0.01852,0.02357,0.0404,10.068628,-10,-10
0.01683,-0.0202,-0.02188,0.02188,0.03872,10.068628,-10,-10
0.01683,-0.01852,-0.0202,0.02188,0.03872,10.068628,-10,-10
0.01683,-0.01852,-0.01852,0.02188,0.03872,10.068628,-10,-10
0.01683,-0.01852,-0.01852,0.01852,0.03872,10.068628,-10,-10
0.00168,-0.01515,0.0,0.02862,0.04377,10.074321,-10,0
0.0,-0.01515,-0.00168,0.02693,0.04209,10.074321,-10,0
0.0,-0.01178,0.00168,0.02862,0.04377,10.074321,-10,0
0.0,-0.01515,0.0,0.02862,0.04377,10.074321,-10,0
0.0,-0.01347,0.00168,0.02862,0.04377,10.074321,-10,0
0.0,-0.01515,0.0,0.02693,0.04377,10.074321,-10,0
0.0,-0.01515,0.0,0.02862,0.04377,10.074321,-10,0
0.0,-0.01515,0.0,0.02862,0.04377,10.074321,-10,0
0.0,-0.01515,0.00168,0.02862,0.04377,10.074321,-10,0
0.00168,-0.01347,0.00168,0.02862,0.04545,10.074321,-10,0
-0.01347,-0.01852,0.01683,0.0202,0.0505,10.013257,-10,10
-0.01178,-0.01683,0.01683,0.0202,0.05219,10.013257,-10,10
-0.01178,-0.01683,0.01852,0.02188,0.05219,10.013257,-10,10
-0.0101,-0.01515,0.01852,0.02525,0.05387,10.013257,-10,10
-0.01347,-0.01683,0.01683,0.02188,0.0505,10.013257,-10,10
-0.01347,-0.01683,0.01852,0.02188,0.05387,10.013257,-10,10
-0.01347,-0.01683,0.01852,0.02357,0.05387,10.013257,-10,10
-0.01347,-0.01683,0.01852,0.02188,0.05387,10.013257,-10,10
-0.01347,-0.01683,0.01852,0.02188,0.05387,10.013257,-10,10
-0.01178,-0.01515,0.02188,0.02357,0.05387,10.013257,-10,10
-0.03367,-0.02357,0.03872,0.01515,0.03535,10.045362,-10,20
-0.03367,-0.02357,0.03872,0.01852,0.03872,10.045362,-10,20
-0.03367,-0.02357,0.03535,0.01852,0.03872,10.045362,-10,20
-0.03367,-0.0202,0.03535,0.01852,0.03872,10.045362,-10,20
-0.03535,-0.02357,0.03535,0.01852,0.03872,10.045362,-10,20
-0.03367,-0.02188,0.03535,0.01852,0.03872,10.045362,-10,20
-0.03367,-0.02357,0.03535,0.01683,0.03872,10.045362,-10,20
-0.03367,-0.02357,0.03872,0.01852,0.03872,10.045362,-10,20
-0.03367,-0.02357,0.03872,0.01852,0.03872,10.045362,-10,20
-0.03367,-0.0202,0.03535,0.01852,0.03872,10.045362,-10,20
0.03872,-0.0202,-0.02862,0.00842,0.0404,10.058192,-5,-20
0.0404,-0.01683,-0.02862,0.00842,0.0404,10.058192,-5,-20
0.0404,-0.01852,-0.02862,0.00842,0.04209,10.058192,-5,-20
0.0404,-0.01852,-0.02862,0.00842,0.0404,10.058192,-5,-20
0.0404,-0.01852,-0.02862,0.00842,0.0404,10.058192,-5,-20
0.0404,-0.01852,-0.0303,0.00842,0.0404,10.058192,-5,-20
0.03872,-0.02188,-0.03198,0.00673,0.03872,10.058192,-5,-20
0.03703,-0.02188,-0.0303,0.00673,0.03872,10.058192,-5,-20
0.03872,-0.0202,-0.03198,0.00673,0.03872,10.058192,-5,-20
0.03872,-0.0202,-0.03198,0.00673,0.03872,10.058192,-5,-20
0.01852,-0.0101,-0.01852,0.00842,0.0404,10.070321,-5,-10
0.01852,-0.0101,-0.0202,0.01178,0.03872,10.070321,-5,-10
0.01852,-0.0101,-0.0202,0.01178,0.0404,10.070321,-5,-10
0.0202,-0.00673,-0.01683,0.01347,0.04209,10.070321,-5,-10
0.02188,-0.00842,-0.01683,0.01347,0.04209,10.070321,-5,-10
0.01852,-0.00842,-0.01852,0.01178,0.0404,10.070321,-5,-10
0.01852,-0.0101,-0.01852,0.01347,0.0404,10.070321,-5,-10
0.0202,-0.00842,-0.01852,0.01178,0.0404,10.070321,-5,-10
0.0202,-0.00842,-0.01852,0.01347,0.0404,10.070321,-5,-10
0.01852,-0.00842,-0.01852,0.01347,0.03872,10.070321,-5,-10
0.00337,-0.00505,0.00168,0.01852,0.04714,10.228112,-5,0
0.00168,-0.00505,0.0,0.01683,0.04377,10.228112,-5,0
0.0,-0.00505,0.0,0.01683,0.04377,10.228112,-5,0
0.00168,-0.00505,0.0,0.01852,0.04545,10.228112,-5,0
0.00337,-0.00168,0.00168,0.01852,0.04545,10.228112,-5,0
0.00168,-0.00505,0.0,0.01683,0.04377,10.228112,-5,0
0.0,-0.00673,0.0,0.01852,0.04377,10.228112,-5,0
0.0,-0.00505,0.0,0.01852,0.04377,10.228112,-5,0
0.00168,-0.00505,0.0,0.01852,0.04545,10.228112,-5,0
0.00168,-0.00505,0.0,0.01683,0.04545,10.228112,-5,0
-0.01178,-0.00842,0.02188,0.01347,0.05555,10.055293,-5,10
-0.0101,-0.00842,0.02188,0.01347,0.05387,10.055293,-5,10
-0.01347,-0.0101,0.02188,0.01347,0.05387,10.055293,-5,10
-0.01347,-0.0101,0.0202,0.01347,0.05387,10.055293,-5,10
-0.0101,-0.00842,0.02188,0.01178,0.05387,10.055293,-5,10
-0.01347,-0.00842,0.02188,0.01178,0.05387,10.055293,-5,10
-0.01347,-0.0101,0.01852,0.01347,0.05387,10.055293,-5,10
-0.01347,-0.0101,0.0202,0.01347,0.05387,10.055293,-5,10
-0.01347,-0.0101,0.01852,0.01178,0.05387,10.055293,-5,10
-0.01347,-0.0101,0.01852,0.01178,0.0505,10.055293,-5,10
-0.0303,-0.01347,0.03872,0.01178,0.0404,10.078696,-5,20
-0.0303,-0.01347,0.0404,0.01178,0.0404,10.078696,-5,20
-0.0303,-0.01347,0.03872,0.0101,0.0404,10.078696,-5,20
-0.0303,-0.01178,0.03703,0.00842,0.0404,10.078696,-5,20
-0.0303,-0.01178,0.03872,0.00842,0.0404,10.078696,-5,20
-0.0303,-0.01515,0.03703,0.00842,0.03872,10.078696,-5,20
-0.0303,-0.01347,0.03872,0.0101,0.0404,10.078696,-5,20
-0.0303,-0.01515,0.03535,0.00842,0.03872,10.078696,-5,20
-0.03367,-0.01683,0.03703,0.00673,0.03703,10.078696,-5,20
-0.0303,-0.01347,0.0404,0.00842,0.0404,10.078696,-5,20
0.0404,0.0,-0.0303,-0.00168,0.0505,10.066518,0,-20
0.03872,0.0,-0.0303,0.0,0.04882,10.066518,0,-20
0.03872,0.0,-0.02862,-0.00337,0.04882,10.066518,0,-20
0.0404,0.0,-0.02862,-0.00337,0.04882,10.066518,0,-20
0.0404,-0.00168,-0.0303,-0.00168,0.04882,10.066518,0,-20
0.03872,-0.00168,-0.0303,-0.00168,0.0505,10.066518,0,-20
0.0404,-0.00168,-0.0303,-0.00168,0.0505,10.066518,0,-20
0.0404,-0.00337,-0.0303,-0.00168,0.0505,10.066518,0,-20
0.0404,-0.00168,-0.02862,-0.00168,0.04882,10.066518,0,-20
0.0404,0.00168,-0.02862,0.0,0.05219,10.066518,0,-20
0.0404,-0.0101,-0.02862,-0.00168,0.04209,10.072441,0,-20
0.0404,-0.0101,-0.02862,-0.00337,0.04209,10.072441,0,-20
0.0404,-0.01178,-0.0303,-0.00337,0.03872,10.072441,0,-20
0.0404,-0.0101,-0.02862,-0.00168,0.04209,10.072441,0,-20
0.03872,-0.0101,-0.0303,-0.00337,0.0404,10.072441,0,-20
0.0404,-0.0101,-0.02862,-0.00168,0.04377,10.072441,0,-20
0.0404,-0.0101,-0.02862,-0.00168,0.04377,10.072441,0,-20
0.0404,-0.0101,-0.02862,-0.00168,0.04209,10.072441,0,-20
0.0404,-0.00842,-0.02862,-0.00168,0.04377,10.072441,0,-20
0.03872,-0.0101,-0.02862,-0.00168,0.0404,10.072441,0,-20
0.02862,0.0,-0.02693,-0.00673,0.0404,10.03382,0,-15
0.02693,0.0,-0.02862,-0.00842,0.03872,10.03382,0,-15
0.03198,0.00168,-0.02357,-0.00337,0.0404,10.03382,0,-15
0.03367,0.00168,-0.02525,-0.00337,0.04209,10.03382,0,-15
0.02862,0.0,-0.02693,-0.00505,0.0404,10.03382,0,-15
0.02862,0.0,-0.02525,-0.00505,0.0404,10.03382,0,-15
0.02862,0.0,-0.02693,-0.00337,0.0404,10.03382,0,-15
0.03198,0.00337,-0.02357,-0.00337,0.04209,10.03382,0,-15
0.0303,0.00337,-0.02525,-0.00337,0.0404,10.03382,0,-15
0.02693,0.0,-0.02693,-0.00505,0.03872,10.03382,0,-15
0.02862,0.00505,-0.0101,0.00337,0.0505,10.075583,0,-10
0.02693,0.00505,-0.01347,0.00168,0.0505,10.075583,0,-10
0.02693,0.00505,-0.01347,0.00168,0.0505,10.075583,0,-10
0.02693,0.00505,-0.01178,0.00337,0.0505,10.075583,0,-10
0.02525,0.00337,-0.01347,0.00168,0.04882,10.075583,0,-10
0.02525,0.00337,-0.0101,0.00505,0.0505,10.075583,0,-10
0.02693,0.00168,-0.01347,0.00337,0.0505,10.075583,0,-10
0.02525,0.00337,-0.01347,0.00337,0.0505,10.075583,0,-10
0.02693,0.00673,-0.0101,0.00505,0.05219,10.075583,0,-10
0.02862,0.00505,-0.01178,0.00505,0.05219,10.075583,0,-10
0.0202,0.0,-0.01515,0.00337,0.04209,10.085218,0,-10
0.01852,0.0,-0.01683,0.00168,0.0404,10.085218,0,-10
0.01683,0.0,-0.01852,0.00168,0.03872,10.085218,0,-10
0.01852,0.0,-0.01852,0.00168,0.0404,10.085218,0,-10
0.01852,0.0,-0.0202,0.00168,0.0404,10.085218,0,-10
0.01852,0.0,-0.0202,0.00168,0.0404,10.085218,0,-10
0.01683,0.0,-0.01852,0.00337,0.0404,10.085218,0,-10
0.01852,-0.00168,-0.01852,0.00168,0.0404,10.085218,0,-10
0.0202,0.0,-0.01515,0.00337,0.04377,10.085218,0,-10
0.01852,0.0,-0.01852,0.00168,0.0404,10.085218,0,-10
0.01178,0.00505,-0.00505,0.00168,0.05555,10.011407,0,-5
0.01178,0.00673,-0.00505,0.00337,0.05387,10.011407,0,-5
0.01178,0.00505,-0.00505,0.00168,0.05387,10.011407,0,-5
0.01178,0.00673,-0.00337,0.00337,0.05555,10.011407,0,-5
0.01178,0.00337,-0.00505,0.00168,0.05387,10.011407,0,-5
0.01347,0.00673,-0.00337,0.00337,0.05724,10.011407,0,-5
0.01347,0.00673,-0.00337,0.00337,0.05555,10.011407,0,-5
0.01347,0.00842,-0.00505,0.00337,0.05555,10.011407,0,-5
0.01347,0.00673,-0.00505,0.00337,0.05555,10.011407,0,-5
0.01178,0.00673,-0.00673,0.00337,0.05555,10.011407,0,-5
0.00842,0.0,0.00337,0.00842,0.05892,10.011648,0,0
0.0101,0.00168,0.00337,0.00842,0.05724,10.011648,0,0
0.00842,0.00337,0.00505,0.00842,0.05892,10.011648,0,0
0.0101,0.00168,0.00337,0.00842,0.05724,10.011648,0,0
0.01178,0.00337,0.00337,0.00842,0.05724,10.011648,0,0
0.00673,0.00168,0.00168,0.00673,0.05555,10.011648,0,0
0.00842,0.00505,0.00505,0.00842,0.05892,10.011648,0,0
0.00842,0.00505,0.00673,0.00842,0.05724,10.011648,0,0
0.00842,0.00337,0.00673,0.00842,0.05892,10.011648,0,0
0.00842,0.00168,0.00337,0.00842,0.05724,10.011648,0,0
0.0,0.00337,0.00168,0.0101,0.04377,10.066839,0,0
0.00168,0.00337,0.0,0.00673,0.04377,10.066839,0,0
0.00168,0.00337,0.0,0.00673,0.04377,10.066839,0,0
0.00168,0.00673,0.00168,0.00842,0.04377,10.066839,0,0
0.00168,0.00337,0.0,0.00505,0.04377,10.066839,0,0
0.00168,0.00337,0.0,0.00505,0.0404,10.066839,0,0
