Pβ2,Pα1,Pβ1,Pα2,P3,V,α,β
-0.03872,0.03872,-0.06902,-0.07575,-0.03198,10.066376,50,-20
-0.03367,0.04377,-0.05724,-0.06734,-0.02188,10.028831,50,-15
-0.03367,0.04545,-0.05724,-0.06734,-0.01852,10.028831,50,-15
-0.03367,0.04545,-0.05555,-0.06565,-0.01852,10.028831,50,-15
-0.03367,0.04377,-0.05219,-0.06397,-0.01852,10.028831,50,-15
-0.03367,0.04377,-0.05555,-0.06565,-0.0202,10.028831,50,-15
-0.0303,0.04714,-0.05219,-0.06397,-0.01683,10.028831,50,-15
-0.03367,0.04545,-0.05555,-0.06734,-0.01852,10.028831,50,-15
-0.03198,0.04377,-0.05555,-0.06565,-0.01852,10.028831,50,-15
-0.03198,0.04377,-0.05555,-0.06565,-0.01852,10.028831,50,-15
-0.03367,0.04209,-0.05724,-0.06734,-0.0202,10.028831,50,-15
-0.04209,0.04882,-0.0606,-0.06734,-0.01515,10.025167,50,-10
-0.0404,0.0505,-0.0606,-0.06734,-0.01515,10.025167,50,-10
-0.03872,0.04882,-0.0606,-0.06565,-0.01683,10.025167,50,-10
-0.0404,0.0505,-0.0606,-0.06565,-0.01515,10.025167,50,-10
-0.04209,0.04882,-0.05892,-0.06734,-0.01683,10.025167,50,-10
-0.03703,0.0505,-0.05892,-0.06565,-0.01515,10.025167,50,-10
-0.0404,0.04882,-0.06229,-0.06565,-0.01683,10.025167,50,-10
-0.04209,0.0505,-0.06229,-0.06565,-0.01515,10.025167,50,-10
-0.03703,0.05387,-0.05724,-0.06229,-0.01347,10.025167,50,-10
-0.0404,0.0505,-0.05892,-0.06734,-0.01683,10.025167,50,-10
-0.04209,0.05387,-0.05219,-0.06734,-0.01852,10.022098,50,-5
-0.04209,0.05387,-0.05387,-0.06734,-0.0202,10.022098,50,-5
-0.04209,0.05387,-0.05387,-0.06734,-0.01852,10.022098,50,-5
-0.04545,0.05387,-0.05219,-0.06734,-0.0202,10.022098,50,-5
-0.04209,0.05555,-0.0505,-0.06734,-0.0202,10.022098,50,-5
-0.04209,0.05387,-0.05219,-0.06734,-0.0202,10.022098,50,-5
-0.04209,0.05387,-0.05219,-0.06565,-0.0202,10.022098,50,-5
-0.04209,0.05219,-0.05387,-0.06734,-0.0202,10.022098,50,-5
-0.0404,0.05387,-0.05219,-0.06734,-0.01852,10.022098,50,-5
-0.04209,0.05555,-0.0505,-0.06734,-0.01852,10.022098,50,-5
-0.04377,0.04882,-0.04714,-0.06902,-0.01347,10.067544,50,0
-0.04545,0.04882,-0.04714,-0.06902,-0.01515,10.067544,50,0
-0.04377,0.0505,-0.04545,-0.06565,-0.01178,10.067544,50,0
-0.04545,0.05219,-0.04377,-0.06902,-0.01178,10.067544,50,0
-0.04545,0.0505,-0.04714,-0.06902,-0.0101,10.067544,50,0
-0.04714,0.04882,-0.04545,-0.06902,-0.01178,10.067544,50,0
-0.04545,0.0505,-0.04714,-0.06902,-0.01178,10.067544,50,0
-0.04377,0.05219,-0.04545,-0.06902,-0.0101,10.067544,50,0
-0.04545,0.05219,-0.04545,-0.06902,-0.01347,10.067544,50,0
-0.04377,0.05387,-0.04377,-0.06902,-0.0101,10.067544,50,0
-0.05219,0.03367,-0.06902,-0.06902,-0.04377,10.02587,55,-20
-0.0505,0.03367,-0.07239,-0.06902,-0.04545,10.02587,55,-20
-0.05219,0.03367,-0.07239,-0.0707,-0.04545,10.02587,55,-20
-0.0505,0.03535,-0.06902,-0.06902,-0.04377,10.02587,55,-20
-0.0505,0.03367,-0.0707,-0.06902,-0.04545,10.02587,55,-20
-0.0505,0.03535,-0.06734,-0.06734,-0.04377,10.02587,55,-20
-0.04714,0.03535,-0.06734,-0.06734,-0.04209,10.02587,55,-20
-0.04714,0.03872,-0.06734,-0.06734,-0.04209,10.02587,55,-20
-0.04882,0.03535,-0.06902,-0.06902,-0.04377,10.02587,55,-20
-0.04882,0.03703,-0.06902,-0.06902,-0.04377,10.02587,55,-20
-0.04545,0.04377,-0.06734,-0.06902,-0.0303,10.071089,55,-15
-0.04545,0.04209,-0.06734,-0.06902,-0.0303,10.071089,55,-15
-0.04545,0.04209,-0.06902,-0.06902,-0.03198,10.071089,55,-15
-0.04882,0.03872,-0.0707,-0.07239,-0.03535,10.071089,55,-15
-0.04545,0.0404,-0.06902,-0.0707,-0.0303,10.071089,55,-15
-0.04714,0.04209,-0.06902,-0.06902,-0.0303,10.071089,55,-15
-0.04545,0.04377,-0.06902,-0.06902,-0.02862,10.071089,55,-15
-0.04545,0.04545,-0.06734,-0.06902,-0.0303,10.071089,55,-15
-0.04545,0.04377,-0.06734,-0.06902,-0.0303,10.071089,55,-15
-0.04545,0.04377,-0.06902,-0.06902,-0.0303,10.071089,55,-15
-0.05219,0.04545,-0.06734,-0.0707,-0.0303,9.998781,55,-10
-0.0505,0.04882,-0.06565,-0.06734,-0.02862,9.998781,55,-10
-0.0505,0.04882,-0.06565,-0.06734,-0.02862,9.998781,55,-10
-0.05219,0.04545,-0.06565,-0.06902,-0.0303,9.998781,55,-10
-0.05555,0.04545,-0.06734,-0.06902,-0.0303,9.998781,55,-10
-0.05219,0.04714,-0.06397,-0.06902,-0.0303,9.998781,55,-10
-0.05219,0.04714,-0.06229,-0.06734,-0.0303,9.998781,55,-10
-0.05219,0.04545,-0.06229,-0.06734,-0.02862,9.998781,55,-10
-0.05219,0.04545,-0.06397,-0.06734,-0.0303,9.998781,55,-10
-0.05219,0.04545,-0.06565,-0.06734,-0.03198,9.998781,55,-10
-0.05555,0.04882,-0.05555,-0.06734,-0.03367,9.998698,55,-5
-0.05555,0.04545,-0.05724,-0.06902,-0.03198,9.998698,55,-5
-0.05387,0.04714,-0.05724,-0.06734,-0.03198,9.998698,55,-5
-0.05555,0.04714,-0.05724,-0.06734,-0.03367,9.998698,55,-5
-0.05555,0.04714,-0.0606,-0.06734,-0.03367,9.998698,55,-5
-0.05555,0.04714,-0.05724,-0.06734,-0.03367,9.998698,55,-5
-0.05387,0.04882,-0.05724,-0.06734,-0.03198,9.998698,55,-5
-0.05555,0.04714,-0.0606,-0.06734,-0.03367,9.998698,55,-5
-0.05555,0.04545,-0.05892,-0.06734,-0.03535,9.998698,55,-5
-0.05555,0.04545,-0.05892,-0.06734,-0.03535,9.998698,55,-5
-0.05555,0.0505,-0.05219,-0.06565,-0.02188,10.058772,55,0
-0.05387,0.0505,-0.05219,-0.06565,-0.02357,10.058772,55,0
-0.05219,0.04882,-0.05219,-0.06734,-0.02357,10.058772,55,0
-0.05555,0.04882,-0.05387,-0.06902,-0.02525,10.058772,55,0
-0.05219,0.0505,-0.05219,-0.06565,-0.02188,10.058772,55,0
-0.05219,0.0505,-0.05219,-0.06565,-0.02357,10.058772,55,0
-0.05219,0.0505,-0.05387,-0.06565,-0.02357,10.058772,55,0
-0.05555,0.04882,-0.05555,-0.06565,-0.02525,10.058772,55,0
-0.05555,0.04882,-0.05555,-0.06734,-0.02357,10.058772,55,0
-0.05387,0.04882,-0.05555,-0.06565,-0.02357,10.058772,55,0
-0.06229,0.02693,-0.07744,-0.06902,-0.05555,10.001562,60,-20
-0.06229,0.02693,-0.07575,-0.06734,-0.05555,10.001562,60,-20
-0.06397,0.02693,-0.07744,-0.06734,-0.05724,10.001562,60,-20
-0.06229,0.02525,-0.07744,-0.06902,-0.05724,10.001562,60,-20
-0.06229,0.02693,-0.07575,-0.06902,-0.05555,10.001562,60,-20
-0.06397,0.02525,-0.07575,-0.06902,-0.05387,10.001562,60,-20
-0.06397,0.02357,-0.07912,-0.0707,-0.05724,10.001562,60,-20
-0.06397,0.02693,-0.07744,-0.06902,-0.05555,10.001562,60,-20
-0.06229,0.02357,-0.07575,-0.06902,-0.05724,10.001562,60,-20
-0.06397,0.02357,-0.07575,-0.06902,-0.05555,10.001562,60,-20
-0.05724,0.03872,-0.0707,-0.07239,-0.04377,10.043199,60,-15
-0.05724,0.03872,-0.0707,-0.07239,-0.04377,10.043199,60,-15
-0.05555,0.03872,-0.0707,-0.07239,-0.04209,10.043199,60,-15
-0.05555,0.03872,-0.06902,-0.07239,-0.04209,10.043199,60,-15
-0.05555,0.03872,-0.06902,-0.0707,-0.04377,10.043199,60,-15
-0.05724,0.03872,-0.07239,-0.07407,-0.04209,10.043199,60,-15
-0.05555,0.03703,-0.07239,-0.07239,-0.04209,10.043199,60,-15
-0.05555,0.03872,-0.0707,-0.07239,-0.04209,10.043199,60,-15
-0.05555,0.03872,-0.06902,-0.07239,-0.04209,10.043199,60,-15
-0.05555,0.03872,-0.0707,-0.07239,-0.04377,10.043199,60,-15
-0.06229,0.03872,-0.07239,-0.06902,-0.04209,10.070804,60,-10
-0.06229,0.03872,-0.07239,-0.06902,-0.04209,10.070804,60,-10
-0.0606,0.0404,-0.07239,-0.06902,-0.04209,10.070804,60,-10
-0.06229,0.0404,-0.07407,-0.0707,-0.04209,10.070804,60,-10
-0.06397,0.03872,-0.07407,-0.0707,-0.04209,10.070804,60,-10
-0.06397,0.03872,-0.07239,-0.06902,-0.04209,10.070804,60,-10
-0.06229,0.03872,-0.07239,-0.06902,-0.04209,10.070804,60,-10
-0.06229,0.0404,-0.07239,-0.06734,-0.04209,10.070804,60,-10
-0.06229,0.0404,-0.07239,-0.06902,-0.04209,10.070804,60,-10
-0.06229,0.0404,-0.07407,-0.0707,-0.04209,10.070804,60,-10
-0.06734,0.03872,-0.06902,-0.07239,-0.04714,10.012088,60,-5
-0.06734,0.03872,-0.06902,-0.0707,-0.04545,10.012088,60,-5
-0.06565,0.0404,-0.06734,-0.06902,-0.04545,10.012088,60,-5
-0.06397,0.0404,-0.06734,-0.0707,-0.04545,10.012088,60,-5
-0.06397,0.0404,-0.06734,-0.0707,-0.04545,10.012088,60,-5
-0.06565,0.03872,-0.06734,-0.0707,-0.04545,10.012088,60,-5
-0.06565,0.03872,-0.06902,-0.07239,-0.04545,10.012088,60,-5
-0.06565,0.03872,-0.06902,-0.0707,-0.04714,10.012088,60,-5
-0.06734,0.03535,-0.0707,-0.07407,-0.04714,10.012088,60,-5
-0.06565,0.03872,-0.06902,-0.0707,-0.04545,10.012088,60,-5
-0.06397,0.0404,-0.06565,-0.0707,-0.03703,10.058442,60,0
-0.06565,0.04377,-0.06397,-0.06902,-0.03872,10.058442,60,0
-0.06565,0.03872,-0.06565,-0.06902,-0.0404,10.058442,60,0
-0.06397,0.0404,-0.06565,-0.06902,-0.03872,10.058442,60,0
-0.06565,0.0404,-0.06565,-0.06902,-0.03872,10.058442,60,0
-0.06565,0.0404,-0.06397,-0.06734,-0.03703,10.058442,60,0
-0.06565,0.0404,-0.06565,-0.06902,-0.03703,10.058442,60,0
-0.06397,0.0404,-0.06565,-0.06902,-0.03872,10.058442,60,0
-0.06397,0.0404,-0.06229,-0.06734,-0.03703,10.058442,60,0
-0.06565,0.03872,-0.06565,-0.06902,-0.03703,10.058442,60,0
-0.07239,0.01852,-0.0808,-0.06902,-0.06565,10.031742,65,-20
-0.06902,0.01852,-0.08249,-0.06902,-0.06734,10.031742,65,-20
-0.0707,0.01852,-0.08249,-0.06902,-0.06565,10.031742,65,-20
-0.06902,0.0202,-0.08249,-0.06734,-0.06565,10.031742,65,-20
-0.06902,0.01852,-0.0808,-0.06902,-0.06397,10.031742,65,-20
-0.0707,0.01852,-0.08249,-0.06902,-0.06397,10.031742,65,-20
-0.07239,0.01683,-0.08417,-0.06902,-0.06565,10.031742,65,-20
-0.06902,0.0202,-0.0808,-0.06734,-0.06397,10.031742,65,-20
-0.06902,0.0202,-0.08249,-0.06902,-0.06397,10.031742,65,-20
-0.07239,0.01852,-0.08417,-0.0707,-0.06565,10.031742,65,-20
-0.06565,0.02862,-0.08585,-0.07407,-0.0606,10.042806,65,-15
-0.06902,0.02525,-0.08922,-0.07744,-0.06229,10.042806,65,-15
-0.06902,0.02693,-0.08922,-0.07744,-0.06229,10.042806,65,-15
-0.06902,0.02693,-0.08585,-0.07407,-0.0606,10.042806,65,-15
-0.06902,0.02693,-0.08585,-0.07407,-0.05892,10.042806,65,-15
-0.06734,0.02693,-0.08585,-0.07575,-0.0606,10.042806,65,-15
-0.06734,0.0303,-0.08417,-0.07407,-0.05892,10.042806,65,-15
-0.06902,0.02862,-0.08585,-0.07407,-0.0606,10.042806,65,-15
-0.06902,0.02862,-0.08417,-0.07407,-0.05892,10.042806,65,-15
-0.06734,0.0303,-0.08417,-0.07407,-0.0606,10.042806,65,-15
-0.07239,0.02862,-0.08417,-0.07239,-0.05724,10.059748,65,-10
-0.07239,0.0303,-0.08249,-0.0707,-0.05555,10.059748,65,-10
-0.07239,0.03198,-0.08249,-0.07239,-0.05555,10.059748,65,-10
-0.0707,0.03198,-0.08249,-0.0707,-0.05387,10.059748,65,-10
-0.07239,0.03198,-0.08249,-0.07239,-0.05555,10.059748,65,-10
-0.06902,0.03198,-0.08249,-0.0707,-0.05387,10.059748,65,-10
-0.06902,0.03198,-0.0808,-0.06902,-0.05387,10.059748,65,-10
-0.07239,0.03198,-0.08249,-0.0707,-0.05387,10.059748,65,-10
-0.07239,0.03198,-0.08249,-0.0707,-0.05555,10.059748,65,-10
-0.0707,0.03198,-0.08249,-0.06902,-0.05555,10.059748,65,-10
-0.07407,0.03198,-0.07912,-0.07239,-0.0606,10.011943,65,-5
-0.07239,0.0303,-0.07912,-0.07239,-0.05724,10.011943,65,-5
-0.07239,0.0303,-0.07912,-0.06902,-0.05724,10.011943,65,-5
-0.07239,0.03198,-0.07744,-0.0707,-0.05724,10.011943,65,-5
-0.07239,0.02862,-0.07912,-0.07239,-0.05724,10.011943,65,-5
-0.0707,0.0303,-0.07912,-0.0707,-0.05892,10.011943,65,-5
-0.07407,0.02862,-0.07912,-0.07239,-0.05892,10.011943,65,-5
-0.07407,0.02862,-0.07912,-0.07239,-0.0606,10.011943,65,-5
-0.07239,0.02862,-0.0808,-0.07407,-0.05892,10.011943,65,-5
-0.07407,0.02862,-0.07912,-0.07407,-0.05892,10.011943,65,-5
-0.07239,0.0303,-0.07575,-0.0707,-0.05219,10.02942,65,0
-0.07239,0.03198,-0.07407,-0.0707,-0.0505,10.02942,65,0
-0.0707,0.03367,-0.07239,-0.06902,-0.0505,10.02942,65,0
-0.0707,0.03367,-0.07239,-0.06902,-0.0505,10.02942,65,0
-0.07239,0.03198,-0.07407,-0.06902,-0.05219,10.02942,65,0
-0.0707,0.03198,-0.07407,-0.06902,-0.05219,10.02942,65,0
-0.06902,0.03367,-0.07407,-0.06902,-0.0505,10.02942,65,0
-0.06734,0.03367,-0.07407,-0.06902,-0.0505,10.02942,65,0
-0.06734,0.03198,-0.07575,-0.0707,-0.0505,10.02942,65,0
-0.06902,0.03198,-0.07744,-0.0707,-0.05219,10.02942,65,0
-0.08249,0.00842,-0.08922,-0.06734,-0.07575,10.002052,70,-20
-0.0808,0.00842,-0.08922,-0.06734,-0.07575,10.002052,70,-20
-0.0808,0.00842,-0.08922,-0.06902,-0.07575,10.002052,70,-20
-0.07912,0.00842,-0.08754,-0.06734,-0.07575,10.002052,70,-20
-0.0808,0.00842,-0.0909,-0.06902,-0.07744,10.002052,70,-20
-0.07912,0.00842,-0.08754,-0.06902,-0.07407,10.002052,70,-20
-0.0808,0.00673,-0.08922,-0.06902,-0.07575,10.002052,70,-20
-0.07912,0.00842,-0.08922,-0.06734,-0.07575,10.002052,70,-20
-0.07912,0.00842,-0.08922,-0.06902,-0.07407,10.002052,70,-20
-0.07912,0.00842,-0.08754,-0.06902,-0.07407,10.002052,70,-20
-0.08249,0.01347,-0.09427,-0.07912,-0.0707,10.028915,70,-15
-0.0808,0.01347,-0.09427,-0.07744,-0.0707,10.028915,70,-15
-0.08249,0.01347,-0.09427,-0.07744,-0.07239,10.028915,70,-15
-0.08249,0.01515,-0.09259,-0.07912,-0.0707,10.028915,70,-15
-0.08417,0.01347,-0.09595,-0.07912,-0.07407,10.028915,70,-15
-0.08249,0.01515,-0.09259,-0.07912,-0.07407,10.028915,70,-15
-0.08249,0.01683,-0.09259,-0.07912,-0.07239,10.028915,70,-15
-0.08249,0.01515,-0.09427,-0.07744,-0.07239,10.028915,70,-15
-0.0808,0.01683,-0.09427,-0.07744,-0.06902,10.028915,70,-15
-0.08249,0.01515,-0.09427,-0.07912,-0.07239,10.028915,70,-15
-0.0808,0.01683,-0.08922,-0.07239,-0.06902,10.040421,70,-10
-0.0808,0.01683,-0.08922,-0.07239,-0.06565,10.040421,70,-10
-0.07912,0.01852,-0.08922,-0.07239,-0.06565,10.040421,70,-10
-0.0808,0.01683,-0.08922,-0.07239,-0.06902,10.040421,70,-10
-0.0808,0.01683,-0.08922,-0.07239,-0.06734,10.040421,70,-10
-0.0808,0.01683,-0.08922,-0.07239,-0.06734,10.040421,70,-10
-0.0808,0.01852,-0.08922,-0.0707,-0.06902,10.040421,70,-10
-0.07744,0.0202,-0.08922,-0.06902,-0.06734,10.040421,70,-10
-0.07912,0.01852,-0.0909,-0.06902,-0.06734,10.040421,70,-10
-0.07912,0.01852,-0.08922,-0.07239,-0.06902,10.040421,70,-10
-0.08249,0.01852,-0.08417,-0.07407,-0.07239,9.923403,70,-5
-0.0808,0.0202,-0.08417,-0.07239,-0.0707,9.923403,70,-5
-0.07912,0.0202,-0.08417,-0.07239,-0.0707,9.923403,70,-5
-0.08249,0.01852,-0.08922,-0.07407,-0.07239,9.923403,70,-5
-0.08249,0.0202,-0.08754,-0.07575,-0.07239,9.923403,70,-5
-0.08249,0.01852,-0.08754,-0.07407,-0.07239,9.923403,70,-5
-0.08249,0.01852,-0.08585,-0.07407,-0.07239,9.923403,70,-5
-0.08249,0.01852,-0.08922,-0.07407,-0.07239,9.923403,70,-5
-0.08249,0.01683,-0.08922,-0.07407,-0.07239,9.923403,70,-5
-0.08417,0.01683,-0.08754,-0.07407,-0.07407,9.923403,70,-5
-0.07744,0.02188,-0.07912,-0.0707,-0.06229,9.990676,70,0
-0.07575,0.02357,-0.0808,-0.0707,-0.06229,9.990676,70,0
-0.07575,0.02357,-0.07912,-0.06902,-0.06229,9.990676,70,0
-0.07575,0.02357,-0.0808,-0.06734,-0.06229,9.990676,70,0
-0.07575,0.02188,-0.08249,-0.06902,-0.06229,9.990676,70,0
-0.07575,0.02357,-0.08249,-0.06902,-0.06229,9.990676,70,0
-0.07912,0.02357,-0.0808,-0.06902,-0.06229,9.990676,70,0
-0.07744,0.02188,-0.08249,-0.06902,-0.06229,9.990676,70,0
-0.07575,0.02188,-0.08249,-0.06902,-0.06229,9.990676,70,0
-0.07407,0.02357,-0.08249,-0.06902,-0.0606,9.990676,70,0
-0.08922,-0.00337,-0.09427,-0.0707,-0.08585,10.026416,75,-20
-0.08922,-0.00168,-0.09259,-0.07239,-0.08585,10.026416,75,-20
-0.08754,-0.00168,-0.09259,-0.06902,-0.08417,10.026416,75,-20
-0.08922,0.0,-0.09259,-0.07239,-0.08417,10.026416,75,-20
-0.08754,-0.00337,-0.09259,-0.0707,-0.08417,10.026416,75,-20
-0.08754,0.0,-0.09259,-0.06902,-0.08249,10.026416,75,-20
-0.0909,-0.00168,-0.09259,-0.0707,-0.08417,10.026416,75,-20
-0.08922,-0.00168,-0.08922,-0.06902,-0.08417,10.026416,75,-20
-0.08754,0.0,-0.08922,-0.06902,-0.08417,10.026416,75,-20
-0.08754,-0.00168,-0.0909,-0.06902,-0.08417,10.026416,75,-20
-0.08754,0.00505,-0.09595,-0.07744,-0.08249,10.043477,75,-15
-0.08922,0.00337,-0.09427,-0.07744,-0.08249,10.043477,75,-15
-0.08754,0.00337,-0.09427,-0.07912,-0.08249,10.043477,75,-15
-0.08754,0.00505,-0.09259,-0.07744,-0.08249,10.043477,75,-15
-0.08922,0.00337,-0.09427,-0.0808,-0.08249,10.043477,75,-15
-0.08922,0.00337,-0.09427,-0.07912,-0.08249,10.043477,75,-15
-0.08922,0.00337,-0.09427,-0.0808,-0.08249,10.043477,75,-15
-0.0909,0.00337,-0.09764,-0.07912,-0.08249,10.043477,75,-15
-0.08754,0.00337,-0.09595,-0.07744,-0.0808,10.043477,75,-15
-0.08922,0.00337,-0.09595,-0.07912,-0.08249,10.043477,75,-15
-0.08754,0.00673,-0.09427,-0.07239,-0.07744,10.050242,75,-10
-0.08922,0.00505,-0.09595,-0.07239,-0.07744,10.050242,75,-10
-0.0909,0.00337,-0.09764,-0.07407,-0.07744,10.050242,75,-10
-0.08922,0.00337,-0.09764,-0.07744,-0.07744,10.050242,75,-10
-0.0909,0.00337,-0.09764,-0.07744,-0.07912,10.050242,75,-10
-0.08922,0.00337,-0.09764,-0.07575,-0.07912,10.050242,75,-10
-0.09259,0.00337,-0.09932,-0.07575,-0.07912,10.050242,75,-10
-0.0909,0.00337,-0.09764,-0.07575,-0.07912,10.050242,75,-10
-0.08922,0.00337,-0.09764,-0.07407,-0.07912,10.050242,75,-10
-0.09259,0.00337,-0.09764,-0.07407,-0.07912,10.050242,75,-10
-0.09259,0.00842,-0.0909,-0.07407,-0.08249,10.023695,75,-5
-0.09259,0.00673,-0.09427,-0.07744,-0.08417,10.023695,75,-5
-0.08922,0.00842,-0.09259,-0.07239,-0.08249,10.023695,75,-5
-0.0909,0.01178,-0.09259,-0.07407,-0.08417,10.023695,75,-5
-0.08922,0.01178,-0.09259,-0.07575,-0.0808,10.023695,75,-5
-0.08922,0.01178,-0.0909,-0.07239,-0.0808,10.023695,75,-5
-0.08754,0.00842,-0.09259,-0.07239,-0.07912,10.023695,75,-5
-0.08922,0.00842,-0.09259,-0.07239,-0.07912,10.023695,75,-5
-0.08922,0.00673,-0.09259,-0.07407,-0.0808,10.023695,75,-5
-0.08922,0.00842,-0.09259,-0.07407,-0.0808,10.023695,75,-5
-0.08585,0.00842,-0.09259,-0.07575,-0.07239,10.057256,75,0
-0.08249,0.0101,-0.09259,-0.07239,-0.0707,10.057256,75,0
-0.08417,0.01178,-0.08754,-0.07239,-0.07239,10.057256,75,0
-0.08585,0.00842,-0.0909,-0.07575,-0.07407,10.057256,75,0
-0.08585,0.00842,-0.08922,-0.07407,-0.07239,10.057256,75,0
-0.08417,0.0101,-0.0909,-0.07407,-0.07239,10.057256,75,0
-0.08417,0.0101,-0.09259,-0.07407,-0.07407,10.057256,75,0
-0.08754,0.00842,-0.09259,-0.07407,-0.07407,10.057256,75,0
-0.08585,0.00842,-0.09259,-0.07407,-0.07239,10.057256,75,0
-0.08754,0.00842,-0.09259,-0.07407,-0.07407,10.057256,75,0
-0.09595,-0.01347,-0.09427,-0.07239,-0.0909,10.069309,80,-20
-0.09427,-0.01347,-0.09259,-0.0707,-0.08922,10.069309,80,-20
-0.09764,-0.01347,-0.09259,-0.07239,-0.08922,10.069309,80,-20
-0.09595,-0.01347,-0.09259,-0.07239,-0.0909,10.069309,80,-20
-0.09595,-0.01347,-0.09259,-0.0707,-0.08922,10.069309,80,-20
-0.09259,-0.01347,-0.0909,-0.0707,-0.0909,10.069309,80,-20
-0.09259,-0.0101,-0.0909,-0.06902,-0.08922,10.069309,80,-20
-0.09259,-0.0101,-0.0909,-0.06902,-0.08922,10.069309,80,-20
-0.09259,-0.0101,-0.0909,-0.06902,-0.08754,10.069309,80,-20
-0.09259,-0.0101,-0.0909,-0.06902,-0.08922,10.069309,80,-20
-0.09764,-0.01178,-0.10269,-0.08417,-0.09427,10.06559,80,-15
-0.09764,-0.0101,-0.10269,-0.08249,-0.09427,10.06559,80,-15
-0.09764,-0.0101,-0.10269,-0.07912,-0.09259,10.06559,80,-15
-0.09764,-0.0101,-0.101,-0.08249,-0.09259,10.06559,80,-15
-0.09595,-0.00842,-0.101,-0.0808,-0.09259,10.06559,80,-15
-0.09427,-0.00842,-0.09932,-0.0808,-0.08922,10.06559,80,-15
-0.09764,-0.00842,-0.101,-0.07912,-0.09259,10.06559,80,-15
-0.09764,-0.0101,-0.09932,-0.0808,-0.09427,10.06559,80,-15
-0.09764,-0.0101,-0.101,-0.08249,-0.09427,10.06559,80,-15
-0.09764,-0.00842,-0.101,-0.0808,-0.09259,10.06559,80,-15
-0.09764,-0.0101,-0.101,-0.07912,-0.08754,10.062151,80,-10
-0.09764,-0.0101,-0.101,-0.07912,-0.08585,10.062151,80,-10
-0.09932,-0.0101,-0.101,-0.07912,-0.08754,10.062151,80,-10
-0.09427,-0.0101,-0.101,-0.07912,-0.08754,10.062151,80,-10
-0.09764,-0.00842,-0.10269,-0.07744,-0.08585,10.062151,80,-10
-0.09764,-0.0101,-0.101,-0.07912,-0.08585,10.062151,80,-10
-0.09932,-0.0101,-0.101,-0.07912,-0.08754,10.062151,80,-10
-0.09932,-0.0101,-0.10269,-0.07912,-0.08754,10.062151,80,-10
-0.09764,-0.0101,-0.10269,-0.07744,-0.08417,10.062151,80,-10
-0.09764,-0.0101,-0.101,-0.07744,-0.08585,10.062151,80,-10
-0.09427,-0.00337,-0.09595,-0.07744,-0.08922,9.99629,80,-5
-0.09259,-0.00337,-0.09259,-0.07407,-0.08922,9.99629,80,-5
-0.09427,-0.00842,-0.09764,-0.07744,-0.0909,9.99629,80,-5
-0.09595,-0.00505,-0.09764,-0.07407,-0.08922,9.99629,80,-5
-0.09764,-0.00505,-0.09595,-0.07744,-0.0909,9.99629,80,-5
-0.09427,-0.00505,-0.09764,-0.07744,-0.09259,9.99629,80,-5
-0.09427,-0.00505,-0.09764,-0.07744,-0.08922,9.99629,80,-5
-0.09259,-0.00842,-0.09595,-0.07575,-0.08922,9.99629,80,-5
-0.09427,-0.00505,-0.09595,-0.07575,-0.08922,9.99629,80,-5
-0.09427,-0.00337,-0.09764,-0.07744,-0.0909,9.99629,80,-5
-0.0909,-0.00505,-0.09764,-0.07744,-0.08417,10.047908,80,0
-0.08922,-0.00337,-0.09427,-0.07575,-0.08249,10.047908,80,0
-0.08922,-0.00505,-0.09427,-0.07575,-0.08249,10.047908,80,0
-0.08922,-0.00505,-0.09595,-0.07744,-0.08249,10.047908,80,0
-0.08922,-0.00337,-0.09427,-0.07744,-0.08249,10.047908,80,0
-0.0909,-0.00505,-0.09764,-0.07912,-0.08249,10.047908,80,0
-0.09259,-0.00337,-0.09595,-0.07912,-0.08417,10.047908,80,0
-0.09259,-0.00337,-0.09427,-0.07912,-0.08249,10.047908,80,0
-0.0909,-0.00505,-0.09764,-0.07744,-0.08249,10.047908,80,0
-0.0909,-0.00505,-0.09764,-0.07744,-0.08249,10.047908,80,0
-0.09595,-0.02357,-0.08922,-0.06902,-0.0909,10.045934,85,-20
-0.09259,-0.02188,-0.08922,-0.06902,-0.08922,10.045934,85,-20
-0.09764,-0.02188,-0.08754,-0.06902,-0.09259,10.045934,85,-20
-0.09764,-0.02357,-0.09259,-0.06902,-0.09259,10.045934,85,-20
-0.09764,-0.02525,-0.09427,-0.07239,-0.09427,10.045934,85,-20
-0.09764,-0.02693,-0.09259,-0.07239,-0.09427,10.045934,85,-20
-0.09427,-0.02357,-0.09427,-0.0707,-0.09427,10.045934,85,-20
-0.09595,-0.02357,-0.09259,-0.06902,-0.09259,10.045934,85,-20
-0.09932,-0.02525,-0.09427,-0.0707,-0.09259,10.045934,85,-20
-0.09427,-0.02357,-0.08922,-0.06902,-0.0909,10.045934,85,-20
-0.09932,-0.02188,-0.101,-0.08249,-0.09764,10.087213,85,-15
-0.09932,-0.01852,-0.101,-0.07912,-0.09764,10.087213,85,-15
-0.09764,-0.0202,-0.101,-0.0808,-0.09764,10.087213,85,-15
-0.09764,-0.0202,-0.09764,-0.08249,-0.09595,10.087213,85,-15
-0.09764,-0.0202,-0.09932,-0.08249,-0.09764,10.087213,85,-15
-0.09764,-0.02188,-0.09932,-0.08249,-0.09595,10.087213,85,-15
-0.09595,-0.02188,-0.101,-0.08249,-0.09764,10.087213,85,-15
